FID,t_nr,vejnavn,beskrivelse,husnummer,taellested_type,kode_type,spolestation_type,ogc_fid,wkb_geometry
taellestationer.527,994,RYVANGSRUTEN,Indgang 2 (Syd),,Øvrige,100.0,,527,POINT (12.563736311180309 55.72152224393533)
taellestationer.528,995,CYKELBRO OVER LYNGBYVEJ,,,Øvrige,100.0,,528,POINT (12.558799351727462 55.71528439611375)
taellestationer.529,996,CYKELBRO OVER NORDHAVNSVEJ,,,Øvrige,100.0,,529,POINT (12.561089627758303 55.71687222290196)
taellestationer.530,997,FISKETORVETS BRO,,,Øvrige,100.0,,530,POINT (12.563968560425721 55.662246471963726)
taellestationer.531,998,ØRNEVEJ,Ved Bregnerødgade,3,Øvrige,100.0,,531,POINT (12.53745063565647 55.699559651715234)
taellestationer.532,3001,AMAGER STRANDVEJ,nord for Hedegårdsvej,242,Øvrige,9999.0,,532,POINT (12.641266286955476 55.64881615709933)
taellestationer.533,3002,HEDEGÅRDSVEJ,vest for Engvej,27 eller 30,Øvrige,9999.0,,533,POINT (12.634965450459035 55.64526733668036)
taellestationer.534,3003,WIBRANDTSVEJ,øst for Grækenlandsvej,27 eller 30,Øvrige,9999.0,,534,POINT (12.620288770924155 55.64636302260298)
taellestationer.535,3004,AMAGERBROGADE,nord for Sundbyvestervej,243,Øvrige,9999.0,,535,POINT (12.614169584600333 55.6465402775505)
taellestationer.536,3006,ENGLANDSVEJ,nord for Vejlands Allé,178,Øvrige,9999.0,,536,POINT (12.598651444970905 55.6431130825412)
taellestationer.537,3007,RØDE MELLEMVEJ,nord for Vejlands Allé,118,Øvrige,9999.0,,537,POINT (12.591628235585125 55.643069690927135)
taellestationer.538,3008,PRAGS BOULEVARD,vest for Amager Strandvej,69,Øvrige,9999.0,,538,POINT (12.623992359271044 55.66980130905864)
taellestationer.539,3009,SYDHAVNSGADE,syd for Scandiavej,16,Øvrige,9999.0,,539,POINT (12.540021639176564 55.65026283683133)
taellestationer.540,3010,VIGERSLEV ALLÉ,nord for Vigerslevvej,177 eller 300,Øvrige,9999.0,,540,POINT (12.48695019660702 55.655732982168566)
taellestationer.541,3011,VALBY LANGGADE,øst for Vigerslevvej,202 eller 203,Øvrige,9999.0,,541,POINT (12.49116738975332 55.66996216330189)
taellestationer.542,3012,GODTHÅBSVEJ,syd for Hulgårdsvej,223 eller 248,Øvrige,9999.0,,542,POINT (12.510876315398932 55.694240676871786)
taellestationer.543,3013,BORUPS ALLÉ,syd for Hulgårdsvej,250 eller 255,Øvrige,9999.0,,543,POINT (12.5199130161738 55.701285539532954)
taellestationer.544,3014,EMDRUPVEJ,vest for Lyngbyvej,1 eller 4,Øvrige,9999.0,,544,POINT (12.555590197707305 55.71863378872307)
taellestationer.545,3015,RYPARKEN,nordøst for Lyngbyvej,1 eller 2,Øvrige,9999.0,,545,POINT (12.557738294750811 55.719116926308125)
taellestationer.546,3016,TUBORGVEJ,vest for Svanemøllevej,10 eller 13,Øvrige,9999.0,,546,POINT (12.57257869282276 55.72688494026862)
taellestationer.547,3017,STRANDVEJEN,syd for Strandøre,91,Øvrige,9999.0,,547,POINT (12.577139298087124 55.72099049031293)
taellestationer.548,3018,STRANDVÆNGET,øst for Strandvejen,1 eller 6,Øvrige,100.0,,548,POINT (12.578639521344831 55.716657185134814)
taellestationer.549,3019,KALKBRÆNDERIHAVNSGADE,syd for Sundkrogsgade,,Øvrige,9999.0,,549,POINT (12.590147960687512 55.70856419342239)
taellestationer.550,3020,SUNDKROGSGADE,øst for Kalkbrænderihavnsgade,5,Øvrige,9999.0,,550,POINT (12.590588826669467 55.70931793200622)
taellestationer.551,3021,JAGTVEJ,øst for Lyngbyvej,175,Øvrige,9999.0,,551,POINT (12.56418401821193 55.70683576607068)
taellestationer.552,3022,FOLKE BERNADOTTES ALLÉ,nordøst for Oslo Plads,2,Øvrige,9999.0,,552,POINT (12.589831726281805 55.69246155584263)
taellestationer.553,3023,BLEGDAMSVEJ,nordøst for Tagensvej,56,Øvrige,9999.0,,553,POINT (12.567114755555936 55.69398110297471)
taellestationer.554,3024,BÜLOWSVEJ,syd for Åboulevard,50B eller 27,Øvrige,9999.0,,554,POINT (12.547146146282621 55.684840595278814)
taellestationer.555,3025,H.C. ØRSTEDSVEJ,syd for Åboulevard,70 eller 73,Øvrige,9999.0,,555,POINT (12.551299523243229 55.68447873762068)
taellestationer.556,3026,KINGOSGADE,nord for Vesterbrogade,4 eller 5,Øvrige,9999.0,,556,POINT (12.545466820659438 55.67182653539139)
taellestationer.557,3027,PLATANVEJ,nord for Vesterbrogade,28 eller 31,Øvrige,9999.0,,557,POINT (12.539395001850732 55.670826919146)
taellestationer.558,3028,PETER BANGS VEJ,vest for Ålstrupvej,165,Øvrige,9999.0,,558,POINT (12.49126034714625 55.67799780447093)
taellestationer.559,3096,HUSUMVEJ,nord for Veksøvej,61B,Øvrige,9999.0,,559,POINT (12.479134366836682 55.70337325933373)
taellestationer.560,3332,JAGTVEJ,syd for Biskop Krags Vænge,163,Øvrige,9999.0,,560,POINT (12.560579092884346 55.70472978695602)
taellestationer.561,4001,VENDERSGADE,ud for Israels Plads,6D,Øvrige,9999.0,,561,POINT (12.569143617828846 55.68351852984101)
taellestationer.562,4002,VENDERSGADE,vest for Rømersgade,10,Øvrige,9999.0,,562,POINT (12.567996756203762 55.68395781445825)
taellestationer.563,4003,RØMERSGADE,syd for Vendersgade,11,Øvrige,9999.0,,563,POINT (12.568256383225082 55.68357832807509)
taellestationer.564,4004,LINNÉGADE,syd for Vendersgade,10,Øvrige,9999.0,,564,POINT (12.56943034235217 55.6829832178227)
taellestationer.565,4005,CHRISTIANS BRYGGE,nordøst for Vester Voldgade,,Øvrige,100.0,,565,POINT (12.57923785010476 55.67193996260584)
taellestationer.566,4006,NY KONGENSGADE,nordøst for Vester Voldgade,15,Øvrige,100.0,,566,POINT (12.575937031588639 55.67360355234278)
taellestationer.567,4321,ØRESTADS BOULEVARD,Sivegaden Syd - OPHOLD,,Øvrige,100.0,,567,POINT (12.581473565224584 55.63255938462697)
taellestationer.568,4322,ØRESTADS BOULEVARD,Sivegaden NORD - OPHOLD,,Øvrige,100.0,,568,POINT (12.582331642100288 55.633839923470276)
taellestationer.569,4980,NIELS JUELS GADE,nord for Havnegade,13,Øvrige,9999.0,,569,POINT (12.586781157076924 55.67653600524241)
taellestationer.570,6001,PERSIENSVEJ,øst for Syriensvej,,Øvrige,9999.0,,570,POINT (12.622414631693484 55.65100214972863)
taellestationer.571,6002,DELOSVEJ,øst for Syriensvej,,Øvrige,9999.0,,571,POINT (12.622296307376738 55.65159719885236)
taellestationer.572,6003,GLUCKSVEJ,mellem Mozartsvej og Wagnersvej,,Øvrige,9999.0,,572,POINT (12.534210714489653 55.64818248516529)
taellestationer.573,6004,BEETHOVENSVEJ,mellem Mozartsvej og Wagnersvej,,Øvrige,9999.0,,573,POINT (12.533291485379932 55.64813451293211)
taellestationer.574,6005,SCHUBERTSVEJ,mellem Mozartsvej og Wagnersvej,,Øvrige,9999.0,,574,POINT (12.532247957720932 55.648043552049536)
taellestationer.575,6006,STRAUSSVEJ,mellem Mozartsvej og Wagnersvej,,Øvrige,9999.0,,575,POINT (12.5311659766233 55.647941372304395)
taellestationer.576,6007,OFFENBACHSVEJ,mellem Mozartsvej og Wagnersvej,,Øvrige,9999.0,,576,POINT (12.53008504800701 55.64785818514086)
taellestationer.577,6008,WAGNERSVEJ,mellem Offenvbachsvej og Sjælør Boulevard,,Øvrige,9999.0,,577,POINT (12.529428577056713 55.64731339704249)
taellestationer.578,6152,RÅDHUSPLADSEN - CYKELBAROMETER,sydøst for Vesterbrogade,,Øvrige,9999.0,,578,POINT (12.568826930426603 55.67544079627827)
taellestationer.579,6501,NYHAVN,OPHOLD,,Øvrige,100.0,,579,POINT (12.589587408799678 55.6803025109739)
taellestationer.580,6502,"SKUESPILHUSET, KVÆSTHUSBROEN",Kvæsthusbroen,10,Øvrige,100.0,,580,POINT (12.594781461840531 55.679523182671225)
taellestationer.581,6503,KONGENS NYTORV,,6,Øvrige,100.0,,581,POINT (12.586249087287015 55.680926384172565)
taellestationer.582,6504,KONGENS NYTORV METROSTATION,,,Øvrige,100.0,,582,POINT (12.585130251770684 55.679194261696516)
taellestationer.583,6505,MAGASIN TORV,,,Øvrige,100.0,,583,POINT (12.582780222719716 55.6795213097488)
taellestationer.584,6506,NIKOLAJ PLADS,incl. legeplads,10,Øvrige,100.0,,584,POINT (12.581471744992141 55.67889875740204)
taellestationer.585,6507,HØJBRO PLADS,,,Øvrige,100.0,,585,POINT (12.57989590986129 55.678203822077606)
taellestationer.586,6508,AMAGERTORV,,2,Øvrige,100.0,,586,POINT (12.579536390057099 55.67884865786442)
taellestationer.587,6509,GAMMEL STRAND,OPHOLD,48,Øvrige,100.0,,587,POINT (12.578114128505929 55.67751077319004)
taellestationer.588,6510,GAMMELTORV,,,Øvrige,100.0,,588,POINT (12.572380623958837 55.67805224023478)
taellestationer.589,6511,RÅDHUSPLADSEN,,,Øvrige,100.0,,589,POINT (12.568495898072406 55.676204391742345)
taellestationer.590,6512,AXELTORV NORD,,,Øvrige,100.0,,590,POINT (12.56409316544148 55.67620682691025)
taellestationer.591,6513,AXELTORV SYD,,,Øvrige,100.0,,591,POINT (12.565006734573172 55.675279325409136)
taellestationer.592,6514,KOMPAGNISTRÆDE (STRÆDET),vest for Hyskenstræde,2,Øvrige,100.0,,592,POINT (12.575430792731941 55.67710403827791)
taellestationer.593,6515,VIMMELSKAFTET (STRØGET),vest for Skoubogade,42,Øvrige,100.0,,593,POINT (12.57422091807075 55.67859508341004)
taellestationer.594,6516,SØREN KIERKEGAARDS PLADS,,,Øvrige,100.0,,594,POINT (12.581295901094464 55.672750908847625)
taellestationer.595,6517,GRÅBRØDRE TORV,,,Øvrige,100.0,,595,POINT (12.575828649808829 55.6798810993544)
taellestationer.596,6518,FRUE PLADS,,,Øvrige,100.0,,596,POINT (12.572458145623616 55.6797015841973)
taellestationer.597,6519,KULTORVET,,,Øvrige,100.0,,597,POINT (12.57415771796705 55.68244819649427)
taellestationer.598,6520,NØRREVOLD VED NØRREPORT,,,Øvrige,100.0,,598,POINT (12.571847769163728 55.68344448020598)
taellestationer.599,6521,CHRISTIANSHAVNS TORV,,,Øvrige,100.0,,599,POINT (12.592552577668794 55.671946458628526)
taellestationer.600,6522,CHRISTIANSHAVNS VOLDGADE,Christianshavns Vold Elefantens Bastion Legeplads,36,Øvrige,100.0,,600,POINT (12.593305197891475 55.66992210867368)
taellestationer.601,6523,AMERIKA PLADS,,,Øvrige,100.0,,601,POINT (12.594116293420571 55.70009930075329)
taellestationer.602,6524,ØSTERBROGADE,ved LL Triangel,,Øvrige,100.0,,602,POINT (12.58014522098574 55.69596973773364)
taellestationer.603,6525,GUNNAR NU HANSENS PLADS,,2,Øvrige,100.0,,603,POINT (12.576703932827732 55.70517472583737)
taellestationer.604,6526,NORDRE FRIHAVNSGADE,,,Øvrige,100.0,,604,POINT (12.57798103965486 55.699722133838826)
taellestationer.605,6527,BOPA PLADS,Plads,,Øvrige,100.0,,605,POINT (12.581153584071915 55.70530703788713)
taellestationer.606,6528,MELCHIORS PLADS,,,Øvrige,100.0,,606,POINT (12.585541838866142 55.703418177806604)
taellestationer.607,6529,SILKEBORG PLADS,,,Øvrige,100.0,,607,POINT (12.585094863908742 55.70491029324543)
taellestationer.608,6530,ÅRHUS PLADS,Legeplads,2,Øvrige,100.0,,608,POINT (12.583066808652594 55.706638249570915)
taellestationer.609,6531,BLÅGÅRDS PLADS,,,Øvrige,100.0,,609,POINT (12.557471278559914 55.68631138078859)
taellestationer.610,6532,BLÅGÅRDSGADE,syd for Baggesensgade,15,Øvrige,100.0,,610,POINT (12.558822443875764 55.686940228740035)
taellestationer.611,6533,SANKT  HANS TORV,,,Øvrige,100.0,,611,POINT (12.560660476844182 55.6907921181057)
taellestationer.612,6534,SANKT HANS GADE,Sankt Hans Gade Legeplads,3,Øvrige,100.0,,612,POINT (12.56419681404408 55.68926126806846)
taellestationer.613,6535,GULDBERGS PLADS,Guldbergs Plads Legeplads,2,Øvrige,100.0,,613,POINT (12.55386407184562 55.696772434906)
taellestationer.614,6536,ODINSGADE LOMMEPARK,,8,Øvrige,100.0,,614,POINT (12.550992077262402 55.696801241053926)
taellestationer.615,6537,SILKEBORG PLADS - LEGEPLADS,,Silkeborg Plads - Legeplads,Øvrige,100.0,,615,POINT (12.585196391761858 55.704867519289195)
taellestationer.616,6538,FISKETORVET VED HAVNEBAD,,,Øvrige,100.0,,616,POINT (12.563652595290062 55.6624187088338)
taellestationer.617,6539,NØRREBROGADE,,,Øvrige,100.0,,617,POINT (12.551628959302514 55.69251887901152)
taellestationer.618,6540,OTTO KRABBES PLADS,Westend 32,,Øvrige,100.0,,618,POINT (12.552372313103909 55.67005495508508)
taellestationer.619,6541,HALMTORVET,,,Øvrige,100.0,,619,POINT (12.56140255311623 55.67071212218096)
taellestationer.620,6542,ABSALONSGADE,Skydebanehaven Legeplads,12,Øvrige,100.0,,620,POINT (12.553732687286134 55.67011256043886)
taellestationer.621,6544,ENGHAVE PLADS,,,Øvrige,100.0,,621,POINT (12.544985776338901 55.66705670687989)
taellestationer.622,6545,EJDERSTEDGADE,Enghaveparken Legeplads,3,Øvrige,100.0,,622,POINT (12.541594005308628 55.66768344154284)
taellestationer.623,6547,HOLMBLADSGADE,,,Øvrige,100.0,,623,POINT (12.602486325298278 55.66429150152025)
taellestationer.624,6548,BREMENSGADE,,1,Øvrige,100.0,,624,POINT (12.615694481057707 55.66674654246645)
taellestationer.625,6549,JEMTELANDSGADE,,,Øvrige,100.0,,625,POINT (12.603912811695677 55.665046500860335)
taellestationer.626,6550,PRAGS BOULEVARD,,,Øvrige,100.0,,626,POINT (12.60617287888214 55.66604551673893)
taellestationer.627,6551,AMAGERBROGADE,,,Øvrige,100.0,,627,POINT (12.605154871970484 55.66017618930932)
taellestationer.628,6552,SUNDBYØSTER PLADS,,,Øvrige,100.0,,628,POINT (12.612571478013642 55.651940834282094)
taellestationer.629,6553,SUNDBYVESTER PLADS,,,Øvrige,100.0,,629,POINT (12.613703551710424 55.64643832594116)
taellestationer.630,6554,EMIL HOLMS KANAL,syd for Njalsgade,134,Øvrige,100.0,,630,POINT (12.591812537422665 55.66305444375135)
taellestationer.631,6555,BISPEBJERG TORV,,,Øvrige,100.0,,631,POINT (12.531123781858465 55.71672490554685)
taellestationer.632,6556,BISPEBJERG PARKALLÉ,Bispebjerg Parkallé Legeplads,39,Øvrige,100.0,,632,POINT (12.532587271892853 55.72010853768691)
taellestationer.633,6557,UTTERSLEV TORV,,,Øvrige,100.0,,633,POINT (12.516351835639206 55.71007882608954)
taellestationer.634,6558,FREDERIKSSUNDSVEJ VED HUSUM TORV,FOD,322B,Øvrige,100.0,,634,POINT (12.47200469118542 55.71210435899725)
taellestationer.635,6559,BRØNSHØJ TORV,OPHOLD,,Øvrige,100.0,,635,POINT (12.498373771747458 55.70429906398852)
taellestationer.636,6560,FREDERIKSSUNDSVEJ,,,Øvrige,100.0,,636,POINT (12.508364350204312 55.70585083705058)
taellestationer.637,6562,JERNBANE ALLÉ,,38,Øvrige,100.0,,637,POINT (12.488156451866109 55.69023751601932)
taellestationer.638,6563,TINGSTEDET,,,Øvrige,100.0,,638,POINT (12.514159716130147 55.66596582965989)
taellestationer.639,6564,VALBY LANGGADE,,,Øvrige,100.0,,639,POINT (12.514566173079208 55.66643789198539)
taellestationer.640,6565,VALBY TORVEGADE,,,Øvrige,100.0,,640,POINT (12.510056991742738 55.66497157802675)
taellestationer.641,6566,HAMMELSTRUPVEJ,Valbyparken Naturlegeplads,41,Øvrige,100.0,,641,POINT (12.519719873353111 55.644392125771425)
taellestationer.642,6578,ISLANDS BRYGGE HAVNEBAD,,,Øvrige,100.0,,642,POINT (12.57799038784003 55.66854206987574)
taellestationer.643,6579,BLÅGÅRDS PLADS,Blågårds Plads - legeplads,25,Øvrige,100.0,,643,POINT (12.556722050363893 55.68657063709595)
taellestationer.644,6580,ENGHAVE PLADS ,Enghave Plads - Skaterbane,,Øvrige,100.0,,644,POINT (12.545263299444905 55.667246547298284)
taellestationer.645,6581,GAMMEL STRAND,Gammel Strand - ved vandet,,Øvrige,100.0,,645,POINT (12.578802170008286 55.677565175384295)
taellestationer.646,6582,GULDBERGS PLADS,,,Øvrige,100.0,,646,POINT (12.55395589355845 55.697219052666455)
taellestationer.647,6583,GRØNDALSPARKEN - LEGEPLADS,,,Øvrige,100.0,,647,POINT (12.491467836605745 55.681069041981694)
taellestationer.648,6584,KASTRUP FORT,ved den sydlige bastion,,Øvrige,100.0,,648,POINT (12.640428095177292 55.647115599725446)
taellestationer.649,6585,HULGÅRDS PLADS - LEGEPLADS,OPHOLD,6,Øvrige,100.0,,649,POINT (12.5219947011044 55.70482331367245)
taellestationer.650,6586,NORDRUPVEJ ,Husumparken Legeplads,16,Øvrige,100.0,,650,POINT (12.470883144059902 55.70407619355743)
taellestationer.651,6587,VALBY STORBYHAVE,OPHOLD,,Øvrige,100.0,,651,POINT (12.512723124425086 55.666830296401734)
taellestationer.652,6588,NICOLAJ PLADS,Nikolaj Plads - legeplads,9,Øvrige,100.0,,652,POINT (12.582120056059823 55.67870770740441)
taellestationer.653,6589,SANKT ANNÆ PLADS - LEGEPLADS,OPHOLD,14,Øvrige,100.0,,653,POINT (12.591533529716529 55.68153400381906)
taellestationer.654,6590,SKOTLANDS PLADS,Skotlands Plads - legeplads,9,Øvrige,100.0,,654,POINT (12.60485182219227 55.658130004948184)
taellestationer.655,6591,STRANDPROMENADEN,Stranden ved Svanemøllebugten/Strandparken,36,Øvrige,100.0,,655,POINT (12.583566024976054 55.7202055453969)
taellestationer.656,6592,SUNDBYØSTER PLADS,Sundbyøster Plads - legeplads,,Øvrige,100.0,,656,POINT (12.612984562922605 55.6514521913028)
taellestationer.657,6593,PARMAGADE,Filipsparken Elba Legeplads,45,Øvrige,100.0,,657,POINT (12.618194477262097 55.654207124491315)
taellestationer.658,6594,STOCKHOLMSGADE,Østre Anlæg Legeplads ved Sølvtorvet,14,Øvrige,100.0,,658,POINT (12.576064273329681 55.68953548331176)
taellestationer.659,6595,STOCKHOLMSGADE,Øster Anlæg Legeplads ved Malmøgade,26,Øvrige,100.0,,659,POINT (12.578920756764818 55.690402523148045)
taellestationer.660,6596,MØRKHØJVEJ,Vestvolden Legeplads ved Mørkhøjvej,72,Øvrige,100.0,,660,POINT (12.470702148283632 55.717204252671905)
taellestationer.661,6597,NORDHAVNSGÅRDEN,Nordhavnsgården,,Øvrige,100.0,,661,POINT (12.589267661853604 55.70786036827684)
taellestationer.662,6598,NØRAGER PLADS,Legeplads,23,Øvrige,100.0,,662,POINT (12.474824928582159 55.69609030012015)
taellestationer.663,6599,ODINSGADE,Legeplads,10,Øvrige,100.0,,663,POINT (12.549897004738108 55.69719386648414)
taellestationer.664,6600,SUNDBYVESTER PLADS,Sundbyvester Plads - legeplads,,Øvrige,100.0,,664,POINT (12.612473465889801 55.646436820123306)
taellestationer.665,6601,FREDERIK V'S VEJ,Fælledparken Tårnlegepladsen,4,Øvrige,100.0,,665,POINT (12.569392731410922 55.69712196920583)
taellestationer.666,6602,FÆLLEDPARKEN,Fælledparken - Sansehaven ,,Øvrige,100.0,,666,POINT (12.573360338126005 55.69973677874473)
taellestationer.667,6603,GUNNAR NU HANSENS PLADS,Fælledparken Trafiklegepladsen ,10,Øvrige,100.0,,667,POINT (12.570508973487422 55.704435472953136)
taellestationer.668,6604,BRØNSHØJ TORV,Legeplads ved Krabbesholmvej,,Øvrige,100.0,,668,POINT (12.49876604839424 55.70326110933813)
taellestationer.669,6605,LITAUENS PLADS - BOLDBANER,OPHOLD,,Øvrige,100.0,,669,POINT (12.55222522818 55.66769179208597)
taellestationer.670,6606,UDBYGADE - LEGEPLADS,Udbygade - legeplads,,Øvrige,100.0,,670,POINT (12.55371019802886 55.6944572387055)
taellestationer.671,6607,UTTERSLEVMOSE,ved Pilesvinget - legeplads,,Øvrige,100.0,,671,POINT (12.487564710259537 55.70925423420729)
taellestationer.672,6608,BYSTÆVNET,Vestvolden Legeplads ved Bystævnet,,Øvrige,100.0,,672,POINT (12.476176776491041 55.717675491310395)
taellestationer.673,6609,SKUESPILHUSET,FOD,,Øvrige,100.0,,673,POINT (12.594302061895329 55.67934678389391)
taellestationer.674,6610,GRØNDALSPARKEN - FODBOLDBANE,Boldbane,,Øvrige,100.0,,674,POINT (12.492546842493258 55.6816750455075)
taellestationer.675,6611,HAUSER PLADS,Hauser Plads,-,Øvrige,100.0,,675,POINT (12.575977017318507 55.68273962678871)
taellestationer.676,6612,HAUSER PLADS (LEGEPLADS),Hauser Plads (legeplads),-,Øvrige,100.0,,676,POINT (12.575585366073186 55.68278995417728)
taellestationer.677,6613,HAVNEPARKEN,Havneparken,-,Øvrige,100.0,,677,POINT (12.575611241437404 55.6664362915854)
taellestationer.678,6614,HAVNEPARKEN (LEGEPLADS),Havneparken (legeplads),-,Øvrige,100.0,,678,POINT (12.574262008818808 55.66546254530227)
taellestationer.679,6615,SANKT ANNÆ PLADS,Ophold,-,Øvrige,100.0,,679,POINT (12.588848336502872 55.68224881891139)
taellestationer.680,6616,VIBOGRUNDEN,Ophold,,Øvrige,100.0,,680,POINT (12.60069574420798 55.6610910583639)
taellestationer.681,6617,SÆTERDALSGADEPARKEN,,-,Øvrige,100.0,,681,POINT (12.602825864842451 55.656231146267245)
taellestationer.682,6618,SÆTERDALSGADEPARKEN - LEGEPLADS,,-,Øvrige,100.0,,682,POINT (12.60225324014014 55.656234700137205)
taellestationer.683,6619,SKOTLAND PLADS,,-,Øvrige,100.0,,683,POINT (12.604599070025838 55.65815754888708)
taellestationer.684,6620,KILDEVÆLDSPARKEN,Bylivsundersøgelse,-,Øvrige,100.0,,684,POINT (12.56709774016212 55.71472942823038)
taellestationer.685,6621,BELLMANNSGADE,FOD,2,Øvrige,100.0,,685,POINT (12.568766114936784 55.71435029288216)
taellestationer.686,6622,VOGNMANDSMARKEN,fodgængertælling 7-21,,Øvrige,100.0,,686,POINT (12.567425110197231 55.71401412001762)
taellestationer.687,6623,KILDEVÆLDSGADE,fodgængertælling 7-21,80,Øvrige,100.0,,687,POINT (12.56916327016069 55.71403939164712)
taellestationer.688,6624,VENNEMENDEVEJ,fodgængertælling 7-21,70,Øvrige,100.0,,688,POINT (12.568769883710832 55.713578365419934)
taellestationer.689,6625,BRYGGEVANGEN (VED KIRKEN),fodgængertælling 7-21,70,Øvrige,100.0,,689,POINT (12.567570257883833 55.71356659357172)
